0 Alta Rd #apn-00, San Diego, CA 92154	92154	32.57703	-116.920255
0 Angosto Way Lot 2313, San Diego, CA 92128	92128	33.049825	-117.052303
0 Aviation Dr Lot 149, San Diego, CA 92114	92114	32.703899	-117.054147
0 Dillons Trl, San Diego, CA 92154	92154	32.557284	-117.015257
0 Dillons Trl, San Diego, CA 92154	92154	32.558887	-117.015258
0 Highland Ave, San Diego, CA 92105	92105	32.738706	-117.099163
0 La Jolla Blvd, La Jolla, CA 92037	92037	32.815801	-117.271113
0 No Name Rd, San Diego, CA 92154	92154	32.560738	-117.00089
0 Republic St Lot 0, San Diego, CA 92114	92114	32.721238	-117.064224
0 Sutter St Lot 1, San Diego, CA 92103	92103	32.747728	-117.178916
1000 Eastside Rd, El Cajon, CA 92020	92020	32.808424	-116.983725
10026 Maya Linda Rd Unit 6105, San Diego, CA 92126	92126	32.901719	-117.12083
1006 S 26th St, San Diego, CA 92113	92113	32.695669	-117.138283
100 Harbor Dr #3803 & 380, San Diego, CA 92101	92101	32.709068	-117.162774
100 Woodlawn Ave Space 17, Chula Vista, CA 91910	91910	32.642505	-117.099299
100 Woodlawn Ave Space 7, Chula Vista, CA 91910	91910	32.641557	-117.098857
10142 Heavenly Way, La Mesa, CA 91941	91941	32.765894	-116.980098
10160 Country View Rd, La Mesa, CA 91941	91941	32.775601	-116.978114
10166 Camino Ruiz Unit 32, San Diego, CA 92126	92126	32.902158	-117.145389
10179 Lady Bess Way, San Diego, CA 92126	92126	32.902763	-117.151088
101 Market St Unit 108, San Diego, CA 92101	92101	32.71092	-117.163308
10202 Black Mountain Rd Apt 4, San Diego, CA 92126	92126	32.90392	-117.124958
10207 Royal Ann Ave, San Diego, CA 92126	92126	32.903352	-117.150288
10214 Wateridge Cir Unit 166, San Diego, CA 92121	92121	32.900277	-117.205041
10218 Black Mountain Rd Apt 60, San Diego, CA 92126	92126	32.90392	-117.124958
10218 Black Mountain Rd Apt 63, San Diego, CA 92126	92126	32.90392	-117.124958
1021 Scott St Apt 133, San Diego, CA 92106	92106	32.719664	-117.231015
1021 Scott St Apt 138, San Diego, CA 92106	92106	32.719664	-117.231015
10223 Caminito Pitaya, San Diego, CA 92131	92131	32.897044	-117.106243
10226 Black Mountain Rd Apt 80, San Diego, CA 92126	92126	32.90392	-117.124958
1023 Outer Rd Space 42, San Diego, CA 92154	92154	32.577784	-117.081825
10240 Black Mountain Rd Apt 107, San Diego, CA 92126	92126	32.90392	-117.124958
10260 Black Mountain Rd Apt 129, San Diego, CA 92126	92126	32.90392	-117.124958
10264 Maya Linda Rd Apt 46, San Diego, CA 92126	92126	32.904172	-117.117389
10290 Black Mountain Rd Apt 205, San Diego, CA 92126	92126	32.90392	-117.124958
10295 Drumcliff Ave, San Diego, CA 92126	92126	32.905237	-117.141719
10300 Caminito Cuervo Unit 55, San Diego, CA 92108	92108	32.787699	-117.110806
1030 Quail St, San Diego, CA 92102	92102	32.716586	-117.109772
1030 Sicard St, San Diego, CA 92113	92113	32.695647	-117.139127
10314 Caminito Banyon, San Diego, CA 92131	92131	32.899714	-117.101681
1033 28th St Lot 0, San Diego, CA 92102	92102	32.716574	-117.133507
10412 Shelborne St Unit 54, San Diego, CA 92127	92127	33.021307	-117.109398
10447 Hermanos Rd, San Diego, CA 92124	92124	32.834547	-117.103092
10447 Whitcomb Way Unit 156, San Diego, CA 92127	92127	33.021307	-117.109398
10450 Rue Du Nuage, San Diego, CA 92131	92131	32.9136	-117.079154
10462 San Diego Mission Rd #17, San Diego, CA 92108	92108	32.78558	-117.111599
10462 San Diego Mission Rd #18, San Diego, CA 92108	92108	32.786008	-117.11241
10462 San Diego Mission Rd #19, San Diego, CA 92108	92108	32.785863	-117.112581
10472 San Diego Mission Rd #14, San Diego, CA 92108	92108	32.785055	-117.110833
10482 San Diego Mission Rd #6, San Diego, CA 92108	92108	32.785351	-117.111144
10492 San Diego Mission Rd #2, San Diego, CA 92108	92108	32.785756	-117.111237
1049 Albion St, San Diego, CA 92106	92106	32.723309	-117.241243
10504 Corte Jardin Del Mar, San Diego, CA 92130	92130	32.911192	-117.217856
10504 Feller Cv, San Diego, CA 92126	92126	32.908157	-117.157562
1051 Myrtle Way, San Diego, CA 92103	92103	32.741914	-117.154168
10523 Camino Bello Mar Unit 1, San Diego, CA 92127	92127	33.02378	-117.110436
10536 Calle Tamarindo Unit 1, San Diego, CA 92127	92127	33.023949	-117.110277
1055 Donahue St Unit 6, San Diego, CA 92110	92110	32.765419	-117.188801
1055 Madden Ave Apt C, San Diego, CA 92154	92154	32.5775	-117.070937
1061 Madden Ave, San Diego, CA 92154	92154	32.577289	-117.070937
1061 Madden Ave, San Diego, CA 92154	92154	32.57737	-117.070699
10665 Canyon Lake Dr, San Diego, CA 92131	92131	32.905614	-117.101475
10675 Red Cedar Dr, San Diego, CA 92131	92131	32.910944	-117.099362
10685 Wexford St Unit 2, San Diego, CA 92131	92131	32.938229	-117.097774
10770 Black Mountain Rd Space 265, San Diego, CA 92126	92126	32.914914	-117.125793
10771 Black Mountain Rd Space 88, San Diego, CA 92126	92126	32.915985	-117.123002
1077 Parsons Lndg, San Diego, CA 92154	92154	32.578894	-117.018904
10787 Carmel Gln Unit 58, San Diego, CA 92130	92130	32.930121	-117.19951
107 E Plaza Blvd, National City, CA 91950	91950	32.674624	-117.105041
1080 Park Blvd Unit 1003, San Diego, CA 92101	92101	32.716388	-117.154124
1080 Park Blvd Unit 1005, San Diego, CA 92101	92101	32.716388	-117.154124
1080 Park Blvd Unit 1602, San Diego, CA 92101	92101	32.716388	-117.154124
1080 Park Blvd Unit 307, San Diego, CA 92101	92101	32.716388	-117.154124
1080 Park Blvd Unit 417, San Diego, CA 92101	92101	32.716388	-117.154124
10814 Esmeraldas Dr, San Diego, CA 92124	92124	32.82624	-117.096211
10848 Esmond Ct, San Diego, CA 92126	92126	32.916345	-117.148833
10856 Ivy Hill Dr Unit 6, San Diego, CA 92131	92131	32.937939	-117.096002
10904 Caminito Arcada, San Diego, CA 92131	92131	32.933618	-117.093573
10906 Jericho Way, San Diego, CA 92129	92129	32.974899	-117.091
10908 Paseo Montanoso, San Diego, CA 92127	92127	32.9989	-117.093302
10940 Ivy Hill Dr Unit 6, San Diego, CA 92131	92131	32.937382	-117.093285
10964 Ivy Hill Dr Unit 5, San Diego, CA 92131	92131	32.937196	-117.092618
11018 Via Parma, San Diego, CA 92129	92129	32.967675	-117.097678
11052 Avenida De Los Lobos, San Diego, CA 92127	92127	32.999035	-117.093976
11065 Watkins Ct, San Diego, CA 92131	92131	32.931139	-117.091049
11074 Portobelo Dr, San Diego, CA 92124	92124	32.841036	-117.08804
11108 Portobelo Dr, San Diego, CA 92124	92124	32.84182	-117.085765
1110 Oliver Ave, San Diego, CA 92109	92109	32.793356	-117.248294
